1,c68W/9Z1YPoblh2m16wiFsTN53JQg9W950JY/Fp3kA/OCiefo2pfVZ9MVuGEYz9l,20190819,000103,20,45682498,12649881,760,45682344,12650077,850,45682177,12650288,840,45682005,12650509,880,45681846,12650717,920,45681679,12650935,980,45681503,12651164,990,45681335,12651383,910,45681193,12651584,810,45681066,12651765,740,45680955,12651914,650,45680849,12652040,580,45680824,12652070,350,45680824,12652070,140,45680820,12652074,150,45680807,12652090,170,45680832,12652025,260,45680791,12651841,310,45680585,12651582,580,45680332,12651439,760,60,45682495,12649881,0,760,3280,45682451,12649940,0,770,3280,45682401,12650012,0,830,3290,45682349,12650079,0,850,3270,45682295,12650150,0,870,3270,45682241,12650216,0,850,3260,45682182,12650289,0,840,3260,45682124,12650362,0,870,3260,45682064,12650433,0,870,3280,45682010,12650508,0,880,3280,45681957,12650578,0,900,3270,45681902,12650650,0,910,3270,45681845,12650714,0,920,3260,45681786,12650781,0,940,3270,45681731,12650853,0,960,3280,45681676,12650929,0,980,3280,45681619,12651008,0,1020,3280,45681565,12651084,0,980,3290,45681511,12651162,0,990,3290,45681460,12651242,0,970,3300,45681406,12651315,0,940,3280,45681353,12651386,0,910,3280,45681302,12651455,0,890,3280,45681253,12651521,0,850,3270,45681202,12651583,0,810,3250,45681155,12651643,0,790,3260,45681110,12651703,0,750,3270,45681067,12651761,0,740,3270,45681025,12651820,0,720,3270,45680986,12651869,0,690,3260,45680958,12651907,0,650,3260,45680921,12651954,0,640,3260,45680887,12651998,0,620,3260,45680860,12652036,0,580,3270,45680837,12652067,0,540,3270,45680837,12652066,0,440,3270,45680842,12652058,0,350,3250,45680860,12652040,0,230,3280,45680871,12652029,0,170,3350,45680873,12652030,0,140,3270,45680881,12652018,0,130,3220,45680880,12652009,0,150,3100,45680868,12652013,0,150,3040,45680857,12652005,0,150,2980,45680845,12651999,0,130,2860,45680822,12651997,0,170,2760,45680792,12651970,0,190,2580,45680768,12651945,0,200,2420,45680742,12651908,0,260,2310,45680717,12651868,0,310,2220,45680694,12651818,0,370,2120,45680671,12651757,0,430,2120,45680642,12651698,0,470,2130,45680600,12651653,0,510,2150,45680533,12651604,0,580,2170,45680467,12651547,0,650,2190,45680398,12651484,0,700,2220,45680317,12651433,0,760,2260,45680233,12651390,0,770,2300,45680119,12651349,0,840,2350
1,U7Gz7ZppD+cw9cyJDhscuIuNlNzODEDUqvgqD4GQ6OMUIUHqbw1C37PMvtGxdC+t,20190819,000000,20,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,45819921,13159189,0,60,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710,45820056,13159235,29,0,1710
1,+aRnW4bTIeLJ1a+mRYayTxIc6xqSWoYAJ3o9Hsh97+oR9OcCaRjMCXxA8ztGWofq,20190819,000000,20,45669008,13369242,714,45669146,13369474,716,45669251,13369650,720,45669355,13369826,733,45669468,13370006,748,45669590,13370185,763,45669725,13370364,775,45669871,13370539,779,45670019,13370716,777,45670167,13370891,781,45670320,13371062,768,45670471,13371232,764,45670623,13371403,768,45670761,13371578,766,45670893,13371754,759,45671027,13371932,768,45671141,13372118,764,45671262,13372300,755,45671382,13372478,744,45671503,13372655,744,60,45669033,13369220,37,714,258,45669066,13369278,37,713,254,45669100,13369337,36,711,252,45669164,13369455,36,716,253,45669164,13369455,36,716,254,45669235,13369572,35,718,255,45669269,13369631,34,720,255,45669306,13369688,34,716,255,45669341,13369747,34,711,253,45669372,13369808,33,733,254,45669405,13369870,33,737,257,45669441,13369930,32,744,265,45669477,13369992,32,748,276,45669519,13370051,32,753,285,45669561,13370110,32,761,287,45669604,13370170,31,763,293,45669648,13370229,31,770,305,45669694,13370288,31,772,315,45669741,13370347,31,775,323,45669788,13370407,31,777,331,45669837,13370465,31,775,340,45669888,13370522,30,779,343,45669940,13370580,30,781,343,45669990,13370638,30,779,343,45670040,13370695,30,777,349,45670090,13370753,30,779,349,45670140,13370811,29,781,349,45670191,13370869,29,781,347,45670241,13370926,29,779,347,45670292,13370984,29,777,350,45670342,13371041,29,768,352,45670393,13371097,29,764,350,45670443,13371153,28,764,349,45670494,13371209,28,764,348,45670544,13371266,28,768,348,45670593,13371323,28,768,348,45670642,13371381,28,768,347,45670691,13371438,27,766,344,45670739,13371496,27,764,333,45670784,13371555,27,766,323,45670830,13371613,27,763,314,45670874,13371671,27,757,304,45670917,13371730,26,759,299,45670958,13371790,26,761,288,45671000,13371851,26,763,285,45671041,13371912,26,768,286,45671081,13371973,26,770,288,45671123,13372034,26,766,285,45671163,13372095,25,764,279,45671202,13372157,25,759,281,45671242,13372217,25,753,283,45671282,13372278,25,755,282,45671321,13372338,25,753,283,45671362,13372397,25,744,285,45671402,13372456,25,744,284,45671441,13372516,25,744,277,45671480,13372575,25,744,280,45671519,13372635,25,744,282,45671558,13372694,25,740,281,45671599,13372752,25,737,281
1,gnXMP5qU6CqtI0FPP0evG55N05rG7C+YdI1jWDOHI8KYGNZNuHqQ753/QHIjhvD7,20190819,000001,20,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,45997470,13330646,0,60,45997362,13330770,192,0,2956,45997362,13330771,192,0,2956,45997362,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,192,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997361,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,193,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,194,0,2956,45997362,13330771,195,0,2956,45997362,13330771,194,0,2956,45997362,13330770,194,0,2956,45997362,13330770,194,0,2956,45997362,13330770,194,0,2956,45997362,13330770,194,0,2956,45997363,13330770,195,0,2956,45997362,13330770,194,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,0,0,0,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330771,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330770,195,0,2956,45997362,13330771,195,0,2956
1,rV3e1RJloEcBE1O/EoFRqF1J0dWKT1QbYD+lAAxGKxBkZrzn6Bf4rU/8GoP2ztua,20190819,000011,20,45655936,13519371,333,45655953,13519276,353,45655951,13519168,383,45655935,13519060,390,45655911,13518963,364,45655868,13518872,344,45655805,13518782,374,45655715,13518713,340,45655618,13518647,375,45655518,13518579,342,45655463,13518541,170,45655401,13518499,285,45655325,13518440,312,45655257,13518388,253,45655193,13518339,279,45655119,13518281,292,45655068,13518242,201,45655025,13518210,192,45654974,13518170,222,45654932,13518137,175,60,45655912,13519363,15,333,1649,45655920,13519335,15,322,1673,45655926,13519304,14,348,1716,45655932,13519270,14,353,1729,45655933,13519234,15,370,1777,45655929,13519200,15,375,1817,45655926,13519165,14,383,1837,45655922,13519130,15,392,1855,45655917,13519094,15,394,1875,45655911,13519060,15,390,1883,45655903,13519025,15,379,1893,45655895,13518993,15,372,1907,45655885,13518965,15,364,1923,45655877,13518934,14,344,1933,45655865,13518902,13,338,1986,45655848,13518874,12,344,2020,45655830,13518845,11,348,2059,45655804,13518817,11,368,2116,45655778,13518791,10,374,2165,45655753,13518764,10,357,2195,45655727,13518741,9,337,2219,45655700,13518718,9,340,2231,45655673,13518696,9,346,2239,45655643,13518673,9,361,2252,45655612,13518649,9,375,2258,45655580,13518623,9,381,2262,45655551,13518598,9,372,2262,45655520,13518578,9,342,2266,45655498,13518561,9,287,2261,45655482,13518551,9,200,2267,45655468,13518541,8,170,2253,45655451,13518531,8,198,2279,45655429,13518517,8,240,2281,45655406,13518500,8,285,2290,45655381,13518480,7,305,2287,45655355,13518461,7,312,2294,45655327,13518444,7,312,2295,45655303,13518425,7,294,2268,45655281,13518407,7,275,2264,45655262,13518390,7,253,2274,45655242,13518375,7,246,2263,45655221,13518360,8,248,2276,45655197,13518342,8,279,2271,45655174,13518319,7,303,2261,45655150,13518300,6,312,2270,45655128,13518281,6,292,2263,45655109,13518268,6,240,2253,45655089,13518254,6,227,2260,45655074,13518244,6,201,2299,45655059,13518229,9,209,2209,45655048,13518222,10,181,2229,45655034,13518210,11,192,2243,45655022,13518197,11,201,2177,45655004,13518186,11,200,2275,45654982,13518172,12,222,2264,45654958,13518156,14,214,2247,45654945,13518147,14,192,2271,45654938,13518140,15,175,2241,45654926,13518133,15,162,2303,45654916,13518126,16,120,2234
1,GL3g5bRya4dUQBVmsuXug2sgKKlXb5KdjZxQv3MpnqQ4f4I7WsCrU5R1lkK8D3um,20190819,000000,20,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,45638774,13508411,0,60,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824,45638786,13508437,14,0,2824
1,W3ThbCrMdYkxPLDhaBNWlZf1LzMQWhbRmKMBle7ioO+jQvWXOMJHqNiHNmUCdViL,20190819,000003,20,46195737,13014981,351,46195851,13014941,394,46195978,13014894,412,46196082,13014847,303,46196156,13014807,172,46196202,13014775,103,46196221,13014761,38,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,46196221,13014761,0,60,46195745,13014962,91,351,1115,46195782,13014949,91,351,1124,46195820,13014935,91,387,1130,46195855,13014922,91,394,1137,46195894,13014909,92,407,1130,46195937,13014894,93,414,1135,46195980,13014879,93,412,1140,46196022,13014863,93,398,1146,46196058,13014849,93,362,1147,46196088,13014835,93,303,1164,46196116,13014822,93,242,1188,46196138,13014811,93,190,1216,46196160,13014799,91,172,1242,46196177,13014789,90,153,1264,46196191,13014780,90,137,1282,46196207,13014771,90,103,1293,46196215,13014765,90,68,1305,46196219,13014763,90,57,1322,46196221,13014759,90,38,1322,46196220,13014756,90,20,1322,46196220,13014756,90,0,1322,46196220,13014756,90,0,1322,46196220,13014756,90,0,1322,46196220,13014756,90,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322,46196220,13014756,89,0,1322
1,YKH5+EHOwjop5Sq2jRYCRX9CSz+satjqdQxuO8r8U7mQbkhr5qbHqpmlguQA4PMm,20190819,000000,20,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,45648554,13507004,0,60,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0,45648563,13507095,0,0,0
1,hE0mdOB2RwRyeNMz0vB113so2v4p9KExtqp9dLhJ/rgePvd5gDmtWXdIYyxIULBk,20190819,000000,20,45619418,13566632,0,45619418,13566632,0,45619418,13566632,0,45619418,13566632,0,45619418,13566632,0,45619418,13566632,40,45619435,13566598,146,45619483,13566556,196,45619567,13566580,250,45619667,13566607,303,45619776,13566634,335,45619877,13566659,296,45619984,13566679,342,45620116,13566697,387,45620239,13566722,372,45620339,13566738,292,45620411,13566706,224,45620441,13566590,300,45620420,13566488,396,45620396,13566365,466,60,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619392,13566623,24,0,1614,45619400,13566612,24,40,1536,45619409,13566602,24,92,1533,45619419,13566589,24,129,1488,45619431,13566577,24,146,1418,45619444,13566566,24,162,1240,45619464,13566558,24,183,1054,45619488,13566555,24,196,874,45619515,13566556,24,209,785,45619544,13566561,24,237,705,45619572,13566570,24,250,704,45619602,13566579,24,275,701,45619635,13566589,24,290,710,45619669,13566598,24,303,724,45619704,13566606,24,318,722,45619742,13566614,24,327,723,45619779,13566623,24,335,730,45619815,13566631,24,327,739,45619848,13566638,24,312,741,45619880,13566644,24,296,746,45619913,13566649,23,300,763,45619949,13566654,23,318,792,45619988,13566660,23,342,788,45620031,13566664,23,368,810,45620076,13566667,23,387,816,45620121,13566671,23,387,818,45620164,13566674,23,383,818,45620206,13566679,23,377,766,45620247,13566688,23,372,746,45620285,13566698,23,359,713,45620318,13566710,23,324,764,45620349,13566712,24,292,1090,45620374,13566705,24,257,1211,45620393,13566692,24,231,1503,45620402,13566674,24,224,1701,45620404,13566652,23,238,1846,45620398,13566628,23,261,1920,45620389,13566601,23,300,1938,45620380,13566570,22,333,1927,45620371,13566537,22,368,1910,45620364,13566500,22,396,1888,45620357,13566461,22,420,1877,45620351,13566420,21,446,1867,45620343,13566377,21,466,1857,45620336,13566334,21,477,1854,45620332,13566289,21,485,1858
1,pJys9BL1FRY6OJZ+1sE/uIr+3pMgaulQ53mhEUD5hGl8wvp1ezGtVlyflzCKIQJe,20190819,000001,20,46297150,12911517,455,46297116,12911382,572,46297071,12911213,616,46297025,12911040,625,46296985,12910900,448,46296912,12910840,285,46296852,12910813,288,46296653,12910811,472,46296483,12910846,546,46296300,12910883,561,46296127,12910918,511,46295992,12910948,379,46295903,12910961,229,46295858,12910968,211,46295829,12911116,294,46295852,12911203,350,46295875,12911295,346,46295894,12911369,261,46295905,12911413,72,46295906,12911418,44,60,46297135,12911525,52,455,1932,46297123,12911484,51,472,1917,46297104,12911443,52,529,1924,46297090,12911392,52,572,1926,46297072,12911339,52,620,1923,46297057,12911281,51,631,1922,46297039,12911225,52,616,1913,46297025,12911168,53,650,1924,46297009,12911110,54,663,1929,46296997,12911052,54,625,1935,46296986,12910998,54,546,1923,46296968,12910954,54,507,1928,46296952,12910913,54,448,1928,46296946,12910880,54,333,1961,46296930,12910853,54,309,2079,46296904,12910839,55,285,2292,46296874,12910827,55,288,2451,46296840,12910823,55,318,2647,46296805,12910820,55,385,2857,46296759,12910829,55,398,2836,46296713,12910841,55,435,2846,46296663,12910854,55,472,2849,46296612,12910868,55,518,2869,46296555,12910880,55,525,2840,46296495,12910892,55,546,2842,46296435,12910906,55,563,2840,46296374,12910917,56,566,2841,46296314,12910931,55,561,2849,46296254,12910945,55,559,2848,46296197,12910958,56,538,2847,46296143,12910971,55,511,2851,46296091,12910981,55,470,2846,46296046,12910990,55,420,2842,46296007,12910998,54,379,2840,46295972,12911005,54,327,2840,46295943,12911011,54,270,2839,46295918,12911018,54,229,2842,46295895,12911023,54,214,2876,46295875,12911031,53,211,2973,46295858,12911044,53,211,3132,46295846,12911063,53,231,3313,46295843,12911087,53,264,3541,46295848,12911112,53,294,81,46295855,12911139,53,311,118,46295863,12911168,53,329,119,46295871,12911199,53,350,118,46295879,12911229,53,359,147,46295885,12911260,54,353,148,46295895,12911289,54,346,105,46295907,12911314,54,320,108,46295916,12911338,54,294,126,46295929,12911357,54,261,124,46295934,12911376,54,220,127,46295936,12911391,54,162,109,46295937,12911401,54,72,154,46295937,12911406,55,50,158,46295935,12911413,54,42,115,46295935,12911417,54,44,42,46295934,12911422,54,74,40,46295933,12911436,55,116,29
