        code  market            name                                 sector
368   144960  KOSDAQ         뉴파워프라즈마                          특수목적기계제조
369   900100  KOSDAQ           뉴프라이드                       자동차
370   085670  KOSDAQ            뉴프렉스                               전자부품
371   119860  KOSDAQ             다나와                         IT
372   064260  KOSDAQ              다날                         IT
373   093640  KOSDAQ         다믈멀티미디어                                반도체
374   039560  KOSDAQ          다산네트웍스                         통신방송
375   058730   KOSPI             다스코               구조용 금속제품, 탱크 및 증기발생기 제조업
376   023590   KOSPI            다우기술       자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업
377   032190  KOSDAQ           다우데이타                       기계장비
378   068240  KOSDAQ            다원시스      전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업
379   019680   KOSPI              대교                                초등 교육기관
380   006370   KOSPI           대구백화점                                 소매
381   008060   KOSPI              대덕                                 금융
382   353200   KOSPI            대덕전자                               전자부품
383   000490   KOSPI            대동공업                          특수목적기계제조
384   020400  KOSDAQ            대동금속                                 금속 주조업
385   008830  KOSDAQ            대동기어                          특수목적기계제조
386   048470  KOSDAQ            대동스틸                              철강제조
387   008110   KOSPI            대동전자                         통신방송
388   004780  KOSDAQ            대륙제관                         기타 금속 가공제품 제조업
389   005750   KOSPI          대림B&Co                       내화, 비내화 요업제품 제조업
390   001880   KOSPI            대림건설                                 건설
391   000210   KOSPI            대림산업                                 토목 건설업
392   017650  KOSDAQ            대림제지                      기타 종이 및 판지 제품 제조업
393   006570   KOSPI            대림통상                         기타 금속 가공제품 제조업
394   007720  KOSDAQ          대명소노시즌                              도매업
395   317850  KOSDAQ              대모                          특수목적기계제조
396   290670  KOSDAQ          대보마그네틱                            기타 전기장비 제조업
397   078140  KOSDAQ           대봉엘에스                                바이오
398   001680   KOSPI              대상                              식품제조
399   084690   KOSPI           대상홀딩스                                 금융
400   036480  KOSDAQ           대성미생물                                바이오
401   128820   KOSPI            대성산업                                 연료 소매업
402   117580   KOSPI           대성에너지                      연료용 가스 제조 및 배관공급업
403   025440  KOSDAQ            대성엘텍                          영상음향기기
404   027830  KOSDAQ            대성창투                            금융
405   104040  KOSDAQ           대성파인텍                          자동차
406   016710   KOSPI           대성홀딩스                    회사 본부 및 경영 컨설팅 서비스업
407   332290  KOSDAQ      대신밸런스제7호스팩                             금융
408   336570  KOSDAQ      대신밸런스제8호스팩                             금융
409   369370  KOSDAQ      대신밸런스제9호스팩                             금융
410   020180  KOSDAQ          대신정보통신                IT
411   003540   KOSPI            대신증권                             금융
412   045390  KOSDAQ           대아티아이                            기타 전기장비 제조업
413   009190   KOSPI            대양금속                              철강제조
414   108380  KOSDAQ          대양전기공업                            선박 및 보트 건조업
415   006580  KOSDAQ            대양제지                        펄프, 종이 및 판지 제조업
416   014160   KOSPI            대영포장                  골판지, 종이 상자 및 종이용기 제조업
417   047040   KOSPI            대우건설                                 건설
418   009320   KOSPI            대우부품                          자동차
419   042660   KOSPI          대우조선해양                            선박 및 보트 건조업
420   003090   KOSPI              대웅                                 금융
421   069620   KOSPI            대웅제약                                바이오
422   007680  KOSDAQ              대원                                 건설
423   000430   KOSPI            대원강업                          자동차
424   048910  KOSDAQ           대원미디어                              전문도매
425   005710  KOSDAQ            대원산업                          자동차
426   006340   KOSPI            대원전선                          절연선 및 케이블 제조업
427   003220   KOSPI            대원제약                                바이오
428   024890   KOSPI            대원화성                             플라스틱제조
429   290380  KOSDAQ              대유                   비료, 농약 및 살균, 살충제 제조업
430   002880   KOSPI           대유에이텍                          자동차
431   290120  KOSDAQ           대유에이피                          자동차
432   000300   KOSPI           대유플러스                         통신방송
433   120240  KOSDAQ            대정화금                            기초화학물질
434   003310  KOSDAQ            대주산업                      동물용 사료 및 조제식품 제조업
435   078600  KOSDAQ          대주전자재료                               전자부품
436   012800   KOSPI              대창                            금속제조
437   015230   KOSPI            대창단조                          자동차
438   096350  KOSDAQ           대창솔루션               구조용 금속제품, 탱크 및 증기발생기 제조업
439   140520  KOSDAQ            대창스틸                              철강제조
440   131220  KOSDAQ            대한과학                       기계장비
441   010170  KOSDAQ           대한광통신                          절연선 및 케이블 제조업
442   060900  KOSDAQ          대한그린파워                            화학제품제조
443   054670  KOSDAQ            대한뉴팜                                바이오
444   001070   KOSPI            대한방직                        직물직조 및 직물제품 제조업
445   023910  KOSDAQ            대한약품                                바이오
446   006650   KOSPI            대한유화                            기초화학물질
447   001440   KOSPI            대한전선                          절연선 및 케이블 제조업
448   084010   KOSPI            대한제강                              철강제조
449   001790   KOSPI            대한제당                   곡물가공품, 전분 및 전분제품 제조업
450   001130   KOSPI            대한제분                   곡물가공품, 전분 및 전분제품 제조업
451   003490   KOSPI            대한항공                              항공 여객 운송업
452   005880   KOSPI            대한해운                                 해상운송
453   003830   KOSPI            대한화섬                               화학섬유 제조업
454   016090   KOSPI              대현                               의복제조
455   069460   KOSPI           대호에이엘                            금속제조
456   021040  KOSDAQ           대호피앤씨                              철강제조
457   067080  KOSDAQ            대화제약                                바이오
458   298540  KOSDAQ         더네이쳐홀딩스                  섬유, 의복, 신발 및 가죽제품 소매업
459   192080   KOSPI          더블유게임즈                         IT
460   299170  KOSDAQ         더블유에스아이                               생활용품 도매업
461   035290  KOSDAQ          더블유에프엠                    서적, 잡지 및 기타 인쇄물 출판업
462   012510   KOSPI           더존비즈온                IT
463   213420  KOSDAQ          덕산네오룩스                               전자부품
464   317330  KOSDAQ          덕산테코피아                            화학제품제조
465   077360  KOSDAQ          덕산하이메탈                                반도체
466   004830   KOSPI              덕성                             플라스틱제조
467   090410  KOSDAQ           덕신하우징               구조용 금속제품, 탱크 및 증기발생기 제조업
468   024900   KOSPI            덕양산업                          자동차
469   263600  KOSDAQ            덕우전자                               전자부품
470   194480  KOSDAQ          데브시스터즈                         IT
471   263800  KOSDAQ          데이타솔루션                       기계장비
472   139050  KOSDAQ         데일리블록체인                IT
473   206560  KOSDAQ             덱스터              영상배급
474   261200  KOSDAQ             덴티스                             의료용 기기 제조업
475   145720   KOSPI             덴티움                             의료용 기기 제조업
476   067990  KOSDAQ          도이치모터스                                자동차 판매업
477   002150   KOSPI         도화엔지니어링               건축기술, 엔지니어링 및 관련 기술 서비스업
478   006620  KOSDAQ         동구바이오제약                                바이오
479   100130  KOSDAQ           동국S&C               구조용 금속제품, 탱크 및 증기발생기 제조업
480   005160  KOSDAQ            동국산업                              철강제조
481   075970  KOSDAQ          동국알앤에스                        비금속
482   001230   KOSPI            동국제강                              철강제조
483   086450  KOSDAQ            동국제약                                바이오
484   023450   KOSPI            동남합성                            기초화학물질
485   004140   KOSPI              동방                           기타 운송관련 서비스업
486   099410  KOSDAQ            동방선기                            선박 및 보트 건조업
487   007590   KOSPI           동방아그로                   비료, 농약 및 살균, 살충제 제조업
488   005960   KOSPI            동부건설                                 토목 건설업
489   026960   KOSPI              동서                         음식담배도매
490   002210   KOSPI            동성제약                                바이오
491   102260   KOSPI         동성코퍼레이션                    회사 본부 및 경영 컨설팅 서비스업
492   033500  KOSDAQ           동성화인텍                            기초화학물질
493   005190   KOSPI            동성화학                            기초화학물질
494   025950  KOSDAQ            동신건설                                 토목 건설업
495   000640   KOSPI        동아쏘시오홀딩스                                 금융
496   170900   KOSPI           동아에스티                                바이오
497   088130  KOSDAQ            동아엘텍                          특수목적기계제조
498   028100   KOSPI            동아지질                  기반조성 및 시설물 축조관련 전문공사업
499   282690   KOSPI           동아타이어                               고무제품 제조업
500   041930  KOSDAQ            동아화성                               고무제품 제조업
501   001520   KOSPI              동양               시멘트, 석회, 플라스터 및 그 제품 제조업
502   084670   KOSPI            동양고속                              육상 여객 운송업
503   002900   KOSPI            동양물산                          특수목적기계제조
504   082640   KOSPI            동양생명                                    보험
505   060380  KOSDAQ           동양에스텍                              철강제조
506   079960  KOSDAQ           동양이엔피      전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업
507   008970   KOSPI            동양철관                              철강제조
508   228340  KOSDAQ            동양파일               시멘트, 석회, 플라스터 및 그 제품 제조업
509   092780   KOSPI           동양피스톤                      자동차용 엔진 및 자동차 제조업
